imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt6411954,Anonymous 616,Anonymous 616,2018,2018-04-17,"Horror, Thriller",80,USA,English,Mike Boss,Mike Boss,Nail Driver Productions,"Bella Shepard, Myles Cranford, Emily Jordan, Daniel de Weldon, Lena Roma, Mike Boss, Jessica Boss, David Abramsky, Mike Ragels, Jennifer Shepard, Denys Podmazko, Rafik Madadi",A reunion between two couples becomes a massacre when one of the guests meets an anonymous person online and willingly becomes a participant on a bloody path to becoming God-like.,5.2,1336,"$27,000",,,,46.0,10.0
tt6411984,Barbara,Barbara,2017,2017-09-06,"Biography, Drama, Music",98,France,"French, English",Mathieu Amalric,"Mathieu Amalric, Philippe Di Folco",Waiting For Cinema,"Jeanne Balibar, Mathieu Amalric, Vincent Peirani, Aurore Clément, Grégoire Colin, Fanny Imber, Pierre Michon, Stéphane Roger, Marie Desgranges, Erwan Ribard, Pierre Léon, Lisa Ray-Jacobs, Lionel Sorce, Marc Bodnar, Antoine Simoni",A director wants to make a biopic about the female singer Barbara.,6.1,949,,,"$3,265,946",68.0,,34.0
tt6412452,La ballata di Buster Scruggs,The Ballad of Buster Scruggs,2018,2018-11-16,"Comedy, Drama, Musical",133,USA,"English, French","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",Annapurna Pictures,"Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy, David Krumholtz, Thomas Wingate, Tim DeZarn, E.E. Bell, Alejandro Patiño, Tom Proctor, Clinton Roberts, Matthew Willig, Jesse Youngblood, Jj Dashnaw, James Franco","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",7.3,115086,,,,79.0,693.0,232.0
tt6412864,Bamui haebyun-eoseo honja,Bamui haebyun-eoseo honja,2017,2017-03-23,Drama,101,"South Korea, Germany","Korean, English, German",Sang-soo Hong,Sang-soo Hong,Jeonwonsa Film,"Min-hee Kim, Young-hwa Seo, Jae-yeong Jeong, Seong-kun Mun, Hae-hyo Kwon, Seon-mi Song, Jae-hong Ahn, Sun-yeong Ahn, Karl Feder, Seong-woo Gang, Min-Jeong Kang, Taeu Kang, Hong-Yeol Kong, Mark Peranson, Sin Seon","An actress wanders around a seaside town, pondering her relationship with a married man.",6.8,3049,,"$37,489","$429,159",80.0,10.0,67.0
tt6413410,V.I.P.,V.I.P.,2017,2017-08-24,"Action, Crime, Thriller",128,South Korea,Korean,Hoon-jung Park,Hoon-jung Park,,"Dong-Gun Jang, Myung-Min Kim, Jong-Suk Lee, Hee-soon Park, Peter Stormare, Yong-geun Bae, Jung-woo Choi, Ji Eun-seo, Kenneth Fibbe, Andreas Fronk, Dong-wook Han, Bong-sik Hyun, Fannin Gareth James, Jae-Heon Jeong, Woo-jin Jo","The son of a high-ranking North Korean official is suspected of committing serial murders around the world, and is chased by South Korea, North Korea and Interpol.",6.4,1512,,,"$9,710,283",,6.0,12.0
tt6413712,Finding Fatimah,Finding Fatimah,2017,2017-04-21,"Comedy, Romance",99,UK,English,Oz Arshad,Oz Arshad,British Muslim TV,"Danny Ashok, Asmara Gabrielle, Nina Wadia, Wahab Sheikh, Mandeep Dhillon, Ambreen Razia, Shobna Gulati, Arif Javid, Abdullah Afzal, Ewen MacIntosh, Dave Spikey, Guz Khan, Theresa Godly, Denise Welch, Imran Yusuf","Shahid struggles to find love in the Asian community due to the stigma of his divorce, several years prior.",6.6,542,GBP 325000,,"$67,172",,3.0,7.0
tt6413868,The Lost Viking,The Lost Viking,2018,2018-05-28,"Action, Adventure, History",103,UK,English,Emmet Cummins,"Emmet Cummins, Victor Mawer",The Lost Viking,"Dean Ridge, Ross O'Hennessy, Kezia Burrows, James Groom, Ioan Hefin, Chris Hampson, Ian Virgo, Michelle McTernan, Elin Hayes, Katra Knight, Ean Skinner, Chris Barnicoat, Phillip Jones, Wolfie Hughes, Stuart McNeil","A young Viking called Vitharr arrives in Britain with dreams of conquest and adventure, but when his family and clan are ambushed and killed, he must survive alone in this strange,dangerous...",3.9,258,,,,,5.0,2.0
tt6414890,Eva,Eva,2018,2018-05-03,"Drama, Romance",100,"France, Belgium",French,Benoît Jacquot,"Gilles Taurand, Benoît Jacquot",Macassar Productions,"Isabelle Huppert, Gaspard Ulliel, Julia Roy, Marc Barbé, Richard Berry, Didier Flamand, Pascal Aubert, Nina Ballester-Moulin, Anne Coesens, Jean-Louis Croquet, Bruno Degrines, Catherine Demaiffe, Patrick Donnay, Christian Erickson, Bruno Georis",A playwright encounters a mysterious woman when he takes shelter in a chalet during a violent snowstorm.,4.7,878,,,"$1,184,348",38.0,3.0,24.0
tt6415214,Harajuku,Harajuku,2018,2018-11-23,Drama,83,Norway,Norwegian,Eirik Svensson,Sebastian Torngren Wartin,Maipo Film,"Ines Høysæter Asserson, Nicolai Cleve Broch, Ingrid Olava, André Sørum, Kjærsti Odden Skjeldal, Olea J.M. Sæter, Filip Mathias Eide, Nina Andreassen, Sajid Malik, Oscar Jean, Harald Rosenstrøm, Benjamin Hennum Knudsen, Christian Tekshov, Tao Bonnefoy Vassvik, Brian Halvorsen","The evening before Christmas eve Vilde is hanging out with her friends at the central station, when she learns that her mother has been in an accident. She is forced to contact her biological father, but wants to run away to Tokyo.",6.9,319,NOK 8025000,,"$53,901",,,5.0
tt6415416,Mug - Un'altra vita,Twarz,2018,2019-04-24,"Comedy, Drama",91,Poland,"Polish, Romany, Latin, English",Malgorzata Szumowska,"Michal Englert, Malgorzata Szumowska",Nowhere,"Mateusz Kosciukiewicz, Agnieszka Podsiadlik, Malgorzata Gorol, Roman Gancarczyk, Dariusz Chojnacki, Robert Talarczyk, Anna Tomaszewska, Martyna Krzysztofik, Iwona Bielska, Tadeusz Bragiel, Pawel Browczuk, Katarzyna Chlebny, Juliusz Chrzastowski, Wojciech Citak, Krzysztof Ciureja",A man undergoes a face transplant and experiences ensuing identity issues.,6.4,2069,,,"$1,056,762",70.0,4.0,52.0
tt6415838,Ten,Ten,2017,2017-09-16,"Horror, Mystery, Thriller",82,USA,English,Chris Robert,"Gretchen McNeil, Chris Robert",Yale Productions,"Dylan Arnold, Meg Cashel, Raquel Castro, Rome Flynn, Cassidy Gifford, Katya Martín, Callan McAuliffe, China Anne McClain, Matt Mercurio, Annie Q., Zak Steiner",A group of kids travel to an abandoned island for a party only to discover that they are being stalked and hunted down by a dangerous predator.,4.6,207,,,,,4.0,3.0
tt6416676,Em chua 18,Em chua 18,2017,2017-04-28,"Comedy, Drama, Romance",95,Vietnam,Vietnamese,Thanh Son Le,"Tran Khanh Hoang, Thanh Son Le",Chanh Phuong Phim,"Alex, Chau Bui, Jackie, Huy Khanh, Chanh Tin Nguyen, Don Nguyen, Kaity Nguyen, Thi Kieu Trinh Nguyen, Chi Tam, Cu Toi, Aaron Toronto, Ngoc Trai, Kieu Minh Tuan, Will",A playboy's life changes after he met and slept with a girl who hasn't turned 18 yet.,6.6,428,VND 16000000000,,,,2.0,
tt6417014,Spina,Spina,2017,2017-04-20,Drama,87,"Czech Republic, Slovakia",Slovak,Tereza Nvotová,"Barbora Namerova, Barbora Namerova",Bfilm,"Dominika Zeleníková, Anna Jakab Rakovska, Róbert Jakab, Anna Sisková, Lubos Veselý, Patrik Holubar, Ela Lehotská, Juliana Olhová, Monika Potokárová","Lena is seventeen years old and is on the threshold of entering adult life, but her growing up is brutally interrupted by a horrific event. Devastated, she goes into her shell and is scared to share her experience with others.",6.5,471,EUR 385000,,"$298,075",,,11.0
tt6417204,Shatamanam Bhavati,Shatamanam Bhavati,2017,2017-01-14,Drama,129,India,Telugu,Satish Vegesna,Satish Vegesna,Sri Venkateswara Creations,"Sharwanand, Anupama Parameshwaran, Prakash Raj, Jayasudha, Indraja, Raja Ravindra, Himaja, Ravi Prakash, Praveen, Prabhas Sreenu, Shiju, Dil Raju, Tanikella Bharani, Mahesh Achanta, Chalapathi Rao",The anguish that negligent children can cause is depicted here from the parents' perspective.,7.0,1099,,,INR 530500000,,3.0,3.0
tt6417256,The Misguided,The Misguided,2018,2018-01-26,"Comedy, Drama",88,Australia,English,Shannon Alexander,Shannon Alexander,,"Caleb Galati, Steven J. Mihaljevich, Katherine Langford, Jasmine Nibali, Kirstie Francis, Athan Bellos, Blade Willison, Clay Foster, Anna Philp, Diana Marcela Delgado","After planning to leave the city with his girlfriend, a young man must first betray her in order to save his brother from a deadly situation.",6.6,340,,,,,5.0,18.0
tt6417824,No More Lights in the Sky,No More Lights in the Sky,2018,2018-10-01,"Drama, Sci-Fi",85,UK,English,Danny Cotton,Danny Cotton,Fabrication Images,"Monty Jordan, Matt Long, Nadia Chloe Rose, Peter Long, Rachel Sutton, Gavin Bromley, Charlene Aldridge, Ivan Moy, Tyler River, Stacey Gough, Lindy Pieri, John Mangan, Andy Woodrow, Rod Glenn, Richard Collins","This Science Fiction Drama, presented in a documentary style revolves around a dystopian future world and the possible consequences of today's actions. A young reporter highlights the ...",2.3,104,,,,,3.0,
tt6418570,The Luring,The Luring,2019,2019-08-23,"Horror, Thriller",95,USA,English,Christopher Wells,Christopher Wells,Kaleidoscope Pictures Inc,"Michaela Sprague, Molly Fahey, Jake Katzman, Alex Emanuel, Rick Irwin, Laura Spaeth, Gavin Maddox Bergman, Angela Rambourg, Henry Gagliardi, Ava-Riley Miles, Daniel Martin Berkey, Clara McKay, Jack Garrity, Mary McGloin, Patricia Hammond",A man tries to recover a lost memory by returning to his family's Vermont vacation home where an unspeakable act took place leaving him institutionalized as a child.,3.1,188,,,"$1,939",,23.0,11.0
tt6418778,Fast Color,Fast Color,2018,2019-04-19,"Drama, Sci-Fi, Thriller",100,USA,English,Julia Hart,"Julia Hart, Jordan Horowitz",Codeblack Films,"Gugu Mbatha-Raw, David Strathairn, Lorraine Toussaint, Christopher Denham, Saniyya Sidney, Jermaine Washington, Ryan Begay, Matthew Van Wettering, Sylvie Grontis Hagan, Tasos Hernandez, Levi Lobo, Aliza Halm, Michael E. Stogner, Monique Straw, Jason E. Hill","After years in hiding, a woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",6.0,4104,,"$76,916","$76,916",64.0,79.0,37.0
tt6418918,Little Woods,Little Woods,2018,2019-04-19,"Crime, Drama, Western",105,USA,English,Nia DaCosta,Nia DaCosta,Automatik Entertainment,"Tessa Thompson, Lily James, Luke Kirby, James Badge Dale, Lance Reddick, Charlie Ray Reid, Brandon Potter, Jeremy St. James, Ryan Downs Hayden, Elizabeth Maxwell, Luci Christian, Morgana Shaw, Jason Newman, Amparo Garcia-Crow, Rochelle Robinson",A modern Western about two sisters who work outside the law to better their lives.,6.1,2286,,"$150,010","$171,912",74.0,29.0,48.0
tt6418996,Chameleon,Chameleon,2019,2019-06-22,"Crime, Thriller",80,USA,,Marcus Mizelle,Marcus Mizelle,Forte Pictures,"Joel Hogan, Alicia Leigh Willis, Donald Prabatah, Jeff Prater, Acelina Kuchukova, Daniel Tolbert, Allison Rose Willams, Andrew Golov, Fernanda Hay, David Alan Graf, Tom Alper, Samuel Whitehill, Tiana Whitley, Frederick Keeve, Anette Puskas",A struggling ex-con and his unpredictable accomplice scam superficial trophy wives and their rich older husbands in self-obsessed Los Angeles.,5.3,705,,,,,56.0,19.0
tt6420830,Appatlo Okadundevadu,Appatlo Okadundevadu,2016,2016-12-30,Drama,125,India,Telugu,Saagar K Chandra,,Aran Media Works,"Tanya Hope, Ajay, Darbha Appaji Ambarisha, Manasa Himavarsha, Satyadev Kancharana, Nara Rohith, Taniya, Sree Vishnu, Kittu Vissapragada","Railway Raju has just one dream: to play cricket for the Indian team. However, life throws him a googly.",7.7,561,INR 35000000,,,,2.0,
tt6421110,Proud Mary,Proud Mary,2018,2018-01-12,"Action, Crime, Drama",89,USA,"English, Russian",Babak Najafi,"John Stuart Newman, Christian Swegal",Screen Gems,"Taraji P. Henson, Billy Brown, Jahi Di'Allo Winston, Neal McDonough, Margaret Avery, Xander Berkeley, Rade Serbedzija, Erik LaRay Harvey, Danny Glover, Adobuere Ebiama, Owen Burke, Bo Cleary, Therese Plaehn, James Milord, Alex Portenko","Mary (Taraji P. Henson) is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.",4.9,8442,"$14,000,000","$20,877,013","$21,753,365",35.0,110.0,78.0
tt6421118,Songbird,Songbird,2018,2019-05-10,Drama,95,UK,,Jamie Adams,Jamie Adams,Unstoppable Entertainment,"Cobie Smulders, Richard Elis, Jessica Hynes, Emily Atack, Holli Dempsey, Daisy Haggard, Abbie Murphy, Laura Patch, Ian Smith, Mandeep Dhillon, Tara Lee, Griffin Dunne, Craig Russell, Noel Clarke",A rock musician enrolls in college after she breaks up with her boyfriend and her band falls apart.,4.2,441,,,$184,,8.0,12.0
tt6421366,Konwój,Konwój,2017,2017-01-13,"Action, Crime, Thriller",92,Poland,Polish,Maciej Zak,Maciej Zak,Profil Film,"Janusz Gajos, Robert Wieckiewicz, Przemyslaw Bluszcz, Lukasz Simlat, Ireneusz Czop, Tomasz Zietek, Agnieszka Zulewska, Dorota Kolak, Lukasz Lewandowski, Aleksander Mikolajczak, Grzegorz Jurek, Zbigniew Stryj, Miroslaw Zbrojewicz, Andrzej Beja-Zaborski, Marek Kalita",A murder of a convict held in custody seems to be connected with dark and mysterious events from two years back.,5.9,685,,,"$1,450,486",,,
tt6422258,Albanian Gangster,Albanian Gangster,2018,2018-10-11,"Crime, Drama",81,"Kosovo, Albania, USA",English,Matthew A. Brown,"Matthew A. Brown, Matthew A. Brown",Giant Hunter Media,"Ashley C. Williams, Matthew A. Brown, Brooke Stone, Brian Patrick Murphy, John Rezaj, Luan Bexheti, Jozef Mazija, Erion Beshiri, Pablo Garry, Nik Nucullaj, Nick Cinnante, Steve Bujaj, Chuk Obasi, Mark Curanaj, Lou Chimelli","The criminal subculture of the Albanian community in the Bronx, starring a real-life ex-con.",4.9,156,,,,,6.0,2.0
tt6422938,Destruction Los Angeles,Destruction Los Angeles,2017,2017-09-21,"Action, Adventure",93,USA,English,Tibor Takács,"Matthew Baker, Ryan Ederer",Barking Cow Media Group,"Craig Sheffer, Cynthia Watros, Romeo Miller, Robert Giardina, Emmanuelle Vaugier, C.J. Valleroy, Sydne Mikelle, Omar Angulo, Chip Bolcik, Cosima Cabrera, Kevin Beard, Rick Chambers, Liberte Chan, Raymond Forchion, Roger Howarth","A fatal explosion and sudden earthquake rock Los Angeles, and reporter John Benson seizes his chance to cover the breaking news of increasing seismic activity.",4.3,1021,,,,,27.0,
tt6423362,Il sole è anche una stella,The Sun Is Also a Star,2019,2019-08-08,"Drama, Music, Romance",100,USA,"English, Korean",Ry Russo-Young,"Tracy Oliver, Nicola Yoon",Alloy Entertainment,"Yara Shahidi, Anais Lee, Charles Melton, John Leguizamo, Gbenga Akinnagbe, Miriam A. Hyman, Jordan Williams, Jake Choi, Keong Sim, Cathy Shim, Shamika Cotton, Camrus Johnson, Hill Harper, Harry Chambarry, Tash Neal",A hopeless romantic ambivalent about his future in medical school falls for a hard-luck young woman who doesn't believe in love.,5.8,5569,"$9,000,000","$4,950,029","$6,750,029",52.0,82.0,68.0
tt6423578,Lang Tong,Lang Tong,2014,2015-03-08,Thriller,82,Singapore,"Mandarin, English",Sam Loh,"Sam Loh, Alex Soh",,"Vivienne Tseng, William Lawandi, Angeline Yap, Esther Goh, Alan Tan, Vincent Tee, Tracer Wong, Cynthia Kuang, Adeline Pang, Sunny Pang, Kazuo Sato, Christine Sham",Zach (,5.1,187,,,"$56,609",,2.0,1.0
tt6423776,L'amore secondo Isabelle,Un beau soleil intérieur,2017,2018-04-19,"Drama, Romance",94,"France, Belgium",French,Claire Denis,"Christine Angot, Claire Denis",Curiosa Films,"Juliette Binoche, Xavier Beauvois, Philippe Katerine, Josiane Balasko, Sandrine Dumas, Nicolas Duvauchelle, Alex Descas, Laurent Grévill, Bruno Podalydès, Paul Blain, Valeria Bruni Tedeschi, Gérard Depardieu, Schemci Lauth, Charles Pépin, Tania de Montaigne","Isabelle, Parisian artist, divorced mother, is looking for love, true love at last.",6.0,5627,,"$892,421","$4,192,590",79.0,37.0,137.0
tt6423886,Buon anniversario,Happy Anniversary,2018,2018-03-30,Comedy,78,USA,English,Jared Stern,Jared Stern,A Stern Talking To,"Noël Wells, Ben Schwartz, Rahul Kohli, Joe Pantoliano, Annie Potts, Kristin Bauer van Straten, David Walton, Leonardo Nam, Kate Berlant, Sanchita Malik, Isidora Goreshter, Andy St. Clair, Tanner Goodstadt, Noreen O'Neill, Molly Schreiber",A couple on their three-year anniversary need to decide whether to stay together or call it quits.,5.7,3630,,,,,35.0,14.0
tt6423998,Killer Unicorn,Killer Unicorn,2018,2019-06-14,Horror,74,USA,English,Drew Bolton,José D. Álvarez,Mattioli Productions,"Dennis Budesheim, Alejandro La Rosa, Markus Kelle, Monica Garcia Bradley, José D. Álvarez, Jroyce Jata, Christopher Vancleave, Grayson Squire, Lady Havok, Matty Glitterati Kinkel, Chris Jehnert, Rify Royalty, Isis Vermouth, Matthew de Leon, Jason Daniels","Danny is your average Brooklyn party boy. This year, he and his friends couldn't be more excited about the upcoming ""Brooklyn Annual Enema Party;"" one of Brooklyn's biggest parties, the ...",3.1,134,"$150,000","$33,901","$33,901",,5.0,7.0
tt6424188,Betsy,Betsy,2018,2019-02-12,Horror,81,USA,English,Shawn Burkett,Shawn Burkett,Concept Media,"Erin R. Ryan, Marylee Osborne, Kelci C. Magel, Justin Beahm, Jack Norman, Cheyenne Gordon, Ryan Stacy, Joe Kidd, Josh Miller, Mike Pleska, Payton Pleska, Sam Rose","After surviving a vicious assault in the city, Betsy moves to the country in hopes of starting over, but as she begins to recover, something begins clawing its way into the moonlight.",3.4,125,"$10,000",,,,4.0,5.0
tt6424724,Nocturne,Nocturne,2019,2019-05-09,Drama,80,Netherlands,Dutch,Viktor van der Valk,"Jeroen Scholten van Aschat, Viktor van der Valk",Maniak Film,"Vincent van der Valk, Reinout Scholten van Aschat, Simone van Bennekom, Tom Dewispelaere, Bien de Moor, Hugo Bonaparte, Ko van den Bosch, Guy Dermul, Ellen Parren, Pablo Pinkus, Marijke Pinoy, Gijs Scholten van Aschat, Bart Slegers, Jos Smit, Rutger Weemhoff","On the very eve of shooting his debut film, a harried young director struggles to balance fiction and reality as he spends one fever dream of a night searching for the inspiration that eludes him.",6.7,147,,,"$8,861",,1.0,8.0
tt6424768,Lino: Uma Aventura de Sete Vidas,Lino: Uma Aventura de Sete Vidas,2017,2017-09-07,"Animation, Adventure, Comedy",94,Brazil,Portuguese,Rafael Ribas,Rafael Ribas,Fox International Productions,"Selton Mello, Luiz Carlos de Moraes, Dira Paes, Paolla Oliveira, Guilherme Lopes, Lupa Mabuze, Leo Rabelo, Helio Ribeiro, Eduarda Móras, Marcelo Xepa, Luiz Carlos Persy, Luísa Viotti, Ruriá Duprat, Isabella Koppel, Phil Miler","Lino works as an entertainer at children's parties, but he can't stand the way children treat him, making fun of him because he works in a cat's costume. Determined to change his life, he ...",5.8,281,,,"$3,279,783",,,9.0
tt6425734,Helle Nächte,Helle Nächte,2017,2017-08-10,Drama,86,"Germany, Norway","German, English",Thomas Arslan,Thomas Arslan,Schramm Film Koerner & Weber,"Georg Friedrich, Tristan Göbel, Marie Leuenberger, Hanna Karlberg, Aggie Peterson, Frank Arne Olsen, Helle Goldman","A father tries to rekindle his relationship with his son after years of absence and lack of communication. He takes him on a car ride across northern Norway, hoping it is not too late.",5.8,429,,,,,3.0,37.0
tt6426028,Un couteau dans le coeur,Un couteau dans le coeur,2018,2018-06-27,"Drama, Horror, Mystery",102,"France, Mexico, Switzerland","French, Spanish",Yann Gonzalez,"Yann Gonzalez, Cristiano Mangione",CG Cinéma,"Vanessa Paradis, Nicolas Maury, Kate Moran, Jonathan Genet, Félix Maritaud, Khaled Alouach, Noé Hernández, Thibault Servière, Bertrand Mandico, Bastien Waultier, Romane Bohringer, Dourane Fall, Jules Ritmanic, Pierre Pirol, Pierre Emö","Paris, summer 1979. Anne is a producer of cheap gay porn. When Lois, her editor and companion, leaves her, she attempts to get her back by making a more ambitious film with the flamboyant Archibald.",6.3,3286,,"$32,516","$341,847",69.0,17.0,103.0
tt6426234,Hep Yek 3,Hep Yek 3,2019,2019-02-15,Comedy,91,Turkey,Turkish,Özgür Bakar,Bilal Kalyoncu,Roll Caption,"Ali Sürmeli, Onur Sermik, Emre Mutlu, Gokhan Yikilkan, Ömer Basdogan, Yildirim Memisoglu, Volkan Cal, Serdal Genç, Ulas Torun, Mahmut Tuncer, Zafer Atli, Caglar Yuksel",Plot unknown.,3.8,548,,,"$1,356,113",,1.0,
tt6426714,Critical Eleven,Critical Eleven,2017,2017-05-10,"Drama, Romance",135,Indonesia,Indonesian,"Robert Ronny, Monty Tiwa","Jenny Jusuf, Ika Natassa",Legacy Pictures,"Reza Rahadian, Adinia Wirasti, Slamet Rahardjo, Widyawati, Revalina S. Temat, Hamish Daud, Hannah Al Rashid, Astrid Tiar, Refal Hady, Anggika Bolsterli, Mikha Tambayong, Aci Resti, Nino Fernandez, Dwi Sasono, Carlos Camelo","Ale and Anya first met on a flight from Jakarta to Sydney. Anya lured on the first 3 minutes, 7 hours later they were sitting next to each other and have a conversation and laughter, and 8 minutes before separating Ale sure he wants Anya.",7.3,561,,,,,3.0,15.0
