imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt4587366,Eliminators,Eliminators,2016,2016-12-09,"Action, Thriller",94,"UK, USA",English,James Nunn,"Nathan Brookes, Bobby Lee Darby",Tea Shop Productions,"Scott Adkins, Stu Bennett, Daniel Caltagirone, James Cosmo, Ty Glaser, Olivia Mace, Mem Ferda, Stephen Marcus, Nick Nevern, Lily Ann Stubbs, Sean Cronin, Gurt Bance, David J Biscoe, David William Bryan, Richard Carter","Thomas, widower and ex federal agent, hides in London with his daughter. 3 men break in. Thomas kills them. His photo ends on TV. A US crime boss sends a killer to London.",5.5,3591,,,"$317,827",,40.0,22.0
tt4587656,Gli eroi del Natale,The Star,2017,2017-11-30,"Animation, Adventure, Comedy",86,USA,English,Timothy Reckart,"Carlos Kotkin, Simon Moore",Affirm Films,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey",A small but brave donkey and his animal friends become the unsung heroes of the first Christmas.,6.2,6189,"$20,000,000","$40,896,334","$84,315,669",42.0,77.0,61.0
tt4587780,Unleashed,Unleashed,2016,2017-08-25,"Comedy, Fantasy, Romance",96,USA,English,Finn Taylor,Finn Taylor,Movie Trailer House,"Steve Howey, Justin Chatwin, Sean Astin, Kate Micucci, Illeana Douglas, Hana Mae Lee, Josh Brener, Kathy Garver, Scott Coffey, Vanessa Ross, Ashton Swinford, Etienne Vick, Erik Braa, Bob Sáenz, AnnaCorey","When a cosmic event turns Emma's dog and cat into two perfect guys, Emma reconsiders her outlook on dating, hilariously works out her trust issues, and ultimately learns to love herself.",6.4,1362,,,"$144,718",,23.0,15.0
tt4588050,Carrossel: O Filme,Carrossel: O Filme,2015,2015-07-23,"Comedy, Family",83,Brazil,Portuguese,"Alexandre Boury, Mauricio Eça","Márcio Alemão, Mirna Nogueira",Paris Entretenimento,"Larissa Manoela, Jean Paulo Campos, Guilherme Seta, Maisa Silva, Nicholas Torres, Fernanda Concon, Matheus Ueta, Lucas Santos, Thomaz Costa, Stefany Vaz, Léo Belmonte, Gustavo Daneluz, Konstantino Atanassopulos, Esther Marcos, Ana Victória Zimmermann","On vacation, Escola Mundial's students travel to Panapaná camp, belonging to Alícia's grandfather. There they participate in a gymkhana organized by Mr. Campos, who does his best to make ...",5.2,247,,,"$7,802,639",,2.0,
tt4588594,The Body Tree,The Body Tree,2017,2017-11-13,"Horror, Thriller",97,"Russia, Spain, USA",English,Thomas Dunn,"Thomas Dunn, Mikhail Kukushkin",FishCorb Films,"Erica Dasher, Emma Dumont, Kyle Jones, Ivanna Sakhno, Gene Farber, Costa Ronin, Sam Hamill, Mason D. Davis, Alex Sparrow, Mark Borkowski, Michael Cardelle, Chris Petrovski, Ana Flavia Gavlak, Roxanne Munoz","A group of Americans travel to Siberia to honor the memory of their murdered friend, and uncover a plot which threatens their lives.",3.7,414,,,"$71,432",,12.0,3.0
tt4588874,Inkarnacija,Inkarnacija,2016,2016-12-07,"Action, Mystery, Thriller",82,Serbia,Serbian,Filip Kovacevic,"Filip Kovacevic, Masa Senicic",Void Pictures,"Stojan Djordjevic, Dacha Vidosavljevic, Sten Zendor, Dejan Cicmilovic, Tihomir Stanic, Zarko Stepanov, Arsenije Arsic, Lazar Djukic, Vidan Dojcinovic, Amet Huseinovski, Slavisa Ivanovic, Dimitrije Jovanovic, Marko Kizic, Kristina Kojic, Tara Lazarevic","A man wakes up in a square of an unknown city again and again, after each failed attempt to escape four masked assassins. Through the never ending chase, he tries to recover his identity, and find out who set him up.",4.8,316,"$500,000",,,,3.0,21.0
tt4589186,Saint Amour,Saint Amour,2016,2016-10-27,"Comedy, Drama",101,"France, Belgium",French,"Benoît Delépine, Gustave Kervern","Benoît Delépine, Gustave Kervern",JPG Films,"Gérard Depardieu, Benoît Poelvoorde, Vincent Lacoste, Céline Sallette, Gustave Kervern, Andréa Ferréol, Chiara Mastroianni, Izïa Higelin, Ana Girardot, Michel Houellebecq, Pascal Merle, Frédéric Felder, Blutch, Stéphanie Pillonca, Raymond Defossé",Chaos ensues when a father and son travel to a farm festival via the Wine Trail in a Parisian taxi.,6.0,1242,,,"$3,280,041",,6.0,39.0
tt4589516,bwoy,bwoy,2016,2016-09-26,Drama,85,USA,English,John G. Young,John G. Young,Novo Novus Productions,"Anthony Rapp, De'Adre Aziza, Jermaine Rowe, Drew Allen, Jimmy Brooks, Ashton Randle","Following the death of his young son, Brad O'Connor becomes obsessed with a young Jamaican man online, eventually leading to a confrontation he and his wife can no longer avoid.",5.1,144,,,,64.0,5.0,14.0
tt4589628,Kunjiramayanam,Kunjiramayanam,2015,2015-08-28,Comedy,122,India,Malayalam,Basil Joseph,"Basil Joseph, Deepu Pradeep",E4 Entertainment,"Vineeth Sreenivasan, Dhyan Sreenivasan, Aju Varghese, Neeraj Madhav, Deepak Parambol, Biju Menon, Srinda Ashab, Seema G. Nair, Appu N. Bhattathiri, Bijukuttan, Shivaji Guruvayoor, Indrans, Disney James, Basil Joseph, Sasi Kalinga","Kunjiraman (Vineeth) lives in a remote, old world village in Kerala named Desam, surrounded by greenery, myths and legends.",6.4,987,INR 20000000,,,,2.0,3.0
tt4590092,I Love You Both,I Love You Both,2016,2017-06-09,"Comedy, Drama",90,USA,English,Doug Archibald,"Doug Archibald, Kristin Archibald",,"Lucas Neff, Artemis Pebdani, Angela Trimbur, Kristin Archibald, Doug Archibald, Kate Berlant, Justin Michael Terry, Charlene Archibald, Orestes Arcuni, Tony Cavallo, Harry Cook, Josh Fingerhut, Herman The Pug, Alana Jackler, Adam J. Jefferis",Krystal and her twin brother/roommate confront twenty-eight years of their codependency when they start dating the same guy.,4.2,462,,"$4,661","$4,661",,8.0,8.0
tt4590482,Karachi se Lahore,Karachi se Lahore,2015,2015-07-31,"Adventure, Comedy, Family",143,Pakistan,Urdu,Wajahat Rauf,"Yasir Hussain, Wajahat Rauf",Showcase Films,"Shehzad Sheikh, Ayesha Omar, Yasir Hussain, Ahmed Ali Akbar, Aashir Wajahat, Eshita Syed, Rasheed Naz, Javed Sheikh, Mantaha Tareen Maqsood, Wajahat Rauf, Hashim Butt, Usman Ali Khan, Fahad Ahmad",A road trip from Karachi to Lahore where 5 friends discover themselves and the country amidst getting to their destination.,6.5,1267,"$1,000,000",,,,17.0,6.0
tt4591226,The Last House,The Last House,2015,2015,Horror,91,USA,English,Sean Cain,Wes Laurie,Velvet Hammer Films,"Ezra Buzzington, Jason Mewes, Lauren Walsh, Jack Forcinito, Monique Parent, Timothy Muskatell, Ricardo Gray, Felissa Rose, Alexis Zibolis, Jeanine Daniels, Trista Robinson, Ted Prior, Joanna Angel, Tommy Pistol","After his girlfriend is kidnapped by a satanic trio of escaped mental patients, a young man must rescue her from a Hollywood home before their sadistic plans can be realized.",2.4,120,"$300,000",,,,3.0,7.0
tt4591310,Xi you ji zhi: Sun Wukong san da Baigu Jing,Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,2016-02-05,"Action, Adventure, Fantasy",119,"China, Hong Kong","English, Mandarin",Soi Cheang,"Ping Ran, Ning Wen",Filmko Films Production Limited,"Aaron Kwok, Li Gong, Shaofeng Feng, Shenyang Xiao, Him Law, Hsiang Fei, Kelly Chen, Giselle Chia, John Ching, Chutian Liu, Miya Muqi, Eddie Peng, Ngawang Rinchen, Lu Wei, Zimu Zhang","When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon.",5.9,2778,"$68,005,000","$709,982","$193,678,298",,17.0,22.0
tt4591732,Mihrez: Cin Padisahi,Mihrez: Cin Padisahi,2015,2015-04-17,"Horror, Thriller",101,Turkey,Turkish,Doga Can Anafarta,Doga Can Anafarta,Chantier Films,"Haldun Boysan, Nami Esatgil, Muge Esmeray, Gulsah Gulebenzer, Gizem Ilhan, Doga Konakoglu, Suna Sancaktar, Melisa Toros, Yigit Uçar, Leyla Yungul, Tarik Ündüz","A young girl is hunted by a ferocious demon who is the son of the devil, as a result of her mother's black magic that was left under the girl's bed.",3.1,287,,,"$460,165",,,
tt4591840,A Christmas Star,A Christmas Star,2015,2017-05-13,Family,82,UK,English,Richard Elson,"Maire Campbell, Richard Elson",Cinemagic,"Robert James-Collier, Suranne Jones, Bronagh Waugh, Erin Galway-Kendrick, Pierce Brosnan, Liam Neeson, Wilson Archer, Terry Bamber, Vicky Blades, Clare Blankley, Ronald Burney, Marie Campbell, Richard Clements, Sienna Doherty, Zena Donnelly",Noelle's born on Christmas with the magical ability to make people stop fighting. Her dad's workplace has problems and has to sell. The only buyer is evil.,5.2,830,"$22,000,000",,"$8,522",,11.0,9.0
tt4593108,Sole alto,Zvizdan,2015,2016-04-28,"Drama, Romance, War",123,"Croatia, Serbia, Slovenia",Croatian,Dalibor Matanic,Dalibor Matanic,Kinorama,"Tihana Lazovic, Goran Markovic, Nives Ivankovic, Dado Cosic, Stipe Radoja, Trpimir Jurkic, Mira Banjac, Slavko Sobin, Lukrecija Tudor, Tara Rosandic, Ksenija Marinkovic","Three different love stories, set in three consecutive decades, in two neighbouring Balkan villages burdened with a long history of inter-ethnic hatred: this is a film about the dangers - and the enduring strength - of forbidden love.",7.1,3193,,,"$631,431",,7.0,53.0
tt4593196,Population Zero,Population Zero,2016,2016-04-26,"Crime, Mystery, Thriller",84,"Canada, USA",English,"Julian T. Pinder, Adam Levins",Jeff Staranchuk,Tip-Top Productions,"Rob McGillivray, Duane Murray, Matt O'Brien, Julian T. Pinder, Jonathan Potts, Julian Robino, Birgitte Solem, Rob Stewart, Ben Stranahan",In 2009 three young men were killed in a remote part of Yellowstone National Park. The only thing more shocking than the crime itself are the bizarre events that followed.,6.0,817,,,,,17.0,13.0
tt4593236,The Radiant One,The Radiant One,2016,2016-12-13,"Drama, Mystery, Thriller",93,USA,English,Kristopher Dolphin,"Kristopher Dolphin, Nick Murphy",OceanWizard,"Dan Shaked, Peyton McDavitt, Lindsey Cruz, Ashlee Grubbs, Toni Blair, Isaac Rhino, Karyn Anderson, Sean Patrick Flaherty, Kevin Flaherty, Alexander Dolphin, Miron Ashkenazy, Danny Bravo, Sean Hamrick, Clay Trimble, Benjamin Dunning","A troubled man turns himself in, believing he's harmed others but is at war with himself over the facts surrounding his quest for clarity and a brush with supernatural phenomena.",6.9,223,,,,,5.0,
tt4594050,Highway,Highway,2014,2014-08-08,Drama,110,India,Bengali,Sudipto Chattopadhyay,,Surinder Films,"Parambrata Chattopadhyay, Koyel Mallick, Shilajit Majumdar, Gaurav Chakrabarty, Sabitri Chatterjee, Dipankar Dey, Rita Chakraborty, Bharat Kaul",Aswin Kapoor (Parambrata) and his wife Sabitri (Koel) start a game on their way to Darjeeling in which both act as strangers.,6.0,128,,,,,,
tt4594286,Blood Money,Blood Money,2017,2017-03-03,"Drama, Horror, Mystery",78,"UK, France",English,Luke White,Rosy Deacon,Boxclever Media,"Klariza Clayton, Ollie Barbieri, Scott Chambers, Sabrina Hansen, Nicholas Bourne, TJ Herbert, Jason Rhodes, Charlie Bentley",Paranoia and fear set in and five friends begin to turn on each other when they must hole up in a deserted holiday home after a botched robbery.,5.7,721,"$1,500,000",,,,9.0,6.0
tt4594834,Chi-Raq,Chi-Raq,2015,2016-12-02,"Comedy, Crime, Drama",127,USA,English,Spike Lee,"Kevin Willmott, Spike Lee",40 Acres & A Mule Filmworks,"Nick Cannon, Teyonah Parris, Wesley Snipes, Angela Bassett, Samuel L. Jackson, John Cusack, Jennifer Hudson, David Patrick Kelly, D.B. Sweeney, Dave Chappelle, Steve Harris, Harry Lennix, Tony Fitzpatrick, Anya Engel-Adams, Ebony Joy","A modern day adaptation of the ancient Greek play Lysistrata by Aristophanes, set against the backdrop of gang violence in Chicago, Illinois.",5.7,8954,,"$2,653,032","$2,719,699",77.0,82.0,165.0
tt4594836,Darc,Darc,2018,2018-05-01,"Action, Thriller",97,USA,"English, Japanese",Julius R. Nasso,"Tony Schiena, Dennis Venter",Hollywood Media Bridge,"Tony Schiena, Armand Assante, Kippei Shîna, Shô Ikushima, Vienna Hehir, Tetsu Watanabe, Jhong Uhk Kim, Dawn Olivieri, Kevan Ohtsji, Chance Hurstfield, Stephanie Van Dyck, Jason William Day, Henry Mah, Mike Ching, Natasha Wilson","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",5.8,3512,"$10,000,000",,,,68.0,5.0
tt4594906,Los exiliados románticos,Los exiliados románticos,2015,2016-04-07,Drama,70,Spain,"Spanish, French, Italian, English, German",Jonás Trueba,Jonás Trueba,"Ilusos Films, Los","Renata Antonante, Francesco Carril, Vahina Giocante, Miren Iza, Sigfrid Monleón, Luis E. Parés, Lucía Perlado, Vito Sanz, Isabelle Stoffel","Vito, Luis and Francesco are three Spanish friends around thirty who travel by van to Paris for no apparent reason, just looking for a reunion with their respective ancient, idyllic and yet...",6.2,356,,,"$50,389",,,9.0
tt4594936,Les amigues de l'Àgata,Les amigues de l'Àgata,2015,2015-04-26,Drama,70,Spain,Catalan,"Laia Alabart, Alba Cros","Laia Alabart, Alba Cros",Universitat Pompeu Fabra,"Elena Martín, Victòria Serra, Marta Cañas, Carla Linares, David Moragas, Arnau Comas, Marta Cruañas, Marc Cuscó Hernández, Adrià Espí, Eudald Font, Haizea Galarreta, Guillem Galimany, Sergi Galí, Albert Garcia-Alzórriz, Marc Guanyabens","Carla, Ari, Mar and Àgata are a group of Catalan girls in their twenties who have been together since childhood. Despite being in their first year of college, the four are still very close ...",6.0,169,,,"$15,803",,,9.0
tt4595882,Copia originale,Can You Ever Forgive Me?,2018,2019-02-21,"Biography, Comedy, Crime",106,USA,English,Marielle Heller,"Nicole Holofcener, Jeff Whitty",Archer Gray,"Melissa McCarthy, Richard E. Grant, Dolly Wells, Ben Falcone, Gregory Korostishevsky, Jane Curtin, Stephen Spinella, Christian Navarro, Pun Bandhu, Erik LaRay Harvey, Brandon Scott Jones, Shae D'lyn, Rosal Colon, Anna Deavere Smith, Marc Evan Jackson","When Lee Israel falls out of step with current tastes, she turns her art form to deception.",7.1,44631,"$10,000,000","$8,803,865","$12,442,161",87.0,245.0,239.0
tt4596052,The Devil's Toy Box,The Devil's Toy Box,2017,2017-01-16,Horror,96,USA,English,Allen Kellogg,"Allen Kellogg, Spencer Jay Kim",Post Industrial Productions,"Allen Kellogg, Meredith Kochan, Spencer Jay Kim, Ashley Bossard, Sean Manos, Larry Nehring, Greg Del Torto, Kylie Edison, Kristi Michelle Fox, Jason Klingensmith, Derek Koger, Brooke Morrison, Allen O'Reilly, David P. Thomas, Julie Tylicki",Cynthia O'Neil enters a haunted asylum known as the Madison Seminary in search of her father who went missing in the asylum while shooting a reality television show.,3.8,221,,,,,10.0,3.0
tt4596248,Cuor di León,Corazón de León,2015,2015-03-26,Comedy,105,"Colombia, Argentina",Spanish,Emiliano T. Caballero,Marcos Carnevale,11:11 Films,"Manolo Cardona, Majida Issa, Marlon Moreno, María Nela Sinisterra","After she loses her mobile phone, a lawyer receives a call from the person who found it. They talk and hit it off very quickly. But she's in shock when she sees that he's very short.",6.5,183,,,,,2.0,1.0
tt4596408,Nae sim-jang-eool sswa-la,Nae sim-jang-eool sswa-la,2015,2015-01-28,Drama,101,South Korea,Korean,Je-yong Mun,"Jung-mi Choi, Je-yong Mun",Jupiter Film,"Hyo-Seob Eom, Hye-Rin Han, Jeong-tae Kim, Ki-Cheon Kim, Min-ki Lee, Doo-Sik Park, Young-chang Song, Jin-gu Yeo, Oh-seong Yu","Based on the best-selling novel of the same name, this dramedy follows two psychiatric patients- one schizophrenic, the other sane and committed against his will - who forge a bond of friendship and hatch a plan to escape.",7.0,315,,,"$2,510,949",,2.0,2.0
tt4596784,Aswar al-Qamar,Aswar al-Qamar,2015,2015-01-24,"Action, Drama, Mystery",101,Egypt,Arabic,"Tarek Alarian, Ossama Abu El Atta","Tamer Habib, Mohamed Hefzy",Batrous Production,"Salwa Mohamed Ali, Hany El Sabagh, Mohamed Elareef, Hamdy Nada, Amr Saad, Mohamed Shahin, Maria Una, Asser Yassin, Mona Zaki",A woman wakes up to find herself blind and her memory lost.,5.7,304,,,,,2.0,
tt4596814,S/O Satyamurthy,S/O Satyamurthy,2015,2015-04-09,"Action, Drama",162,India,Telugu,Trivikram Srinivas,Trivikram Srinivas,Haarika & Hassine Creations,"Allu Arjun, Samantha Ruth Prabhu, Adah Sharma, Nithya Menen, Upendra, Ali, Apoorva, Joy Badlani, Brahmanandam, Jeeva, Vennela Kishore, Srinivasa Rao Kota, Chaitanya Krishna, Pavithra Lokesh, Madhunandan",A rich businessman's son faces multiple challenges after he becomes the sole breadwinner of his family.,6.9,3411,INR 500000000,,,,7.0,1.0
tt4597454,Rana Vikrama,Rana Vikrama,2015,2015-04-10,"Action, Thriller",148,India,Kannada,Pawan Wadeyar,,Jayanna Combines,"Puneeth Rajkumar, Adah Sharma, Anjali, Girish Karnad, Vikram Singh, Rangayana Raghu, Ashok, Avinash, Joy Badlani, Sudha Belawadi, Mukhyamantri Chandru, Dinesh Mangaluru, Vikram Singh","Dheera Rana Vikrama is a action entertainer movie in which, Puneeth Rajkumar will be seen as a powerful police cop.",6.5,495,,,,,2.0,1.0
tt4597598,María (y los demás),María (y los demás),2016,2016-12-07,"Comedy, Drama",90,Spain,Spanish,Nely Reguera,"Diego Ameixeiras, Nely Reguera",Frida films,"Bárbara Lennie, José Ángel Egido, Pablo Derqui, Vito Sanz, Marina Skell, Julián Villagrán, Alexandra Pineiro, Rocío León, Aixa Villagrán, María Vázquez, Miguel de Lira, Luisa Merelas, Ernesto Chao, Alba Loureiro, Xúlio Abonjo","Ever since her mum died, María has taken care of her father and her siblings. That's why her father's announcement of marriage to his nurse brings María's world crashing down around her. At the age of 35, she'll have to change her fate.",6.7,678,,,"$92,508",,4.0,12.0
tt4599584,Cuernavaca,Cuernavaca,2017,2018-09-07,Drama,88,Mexico,Spanish,Alejandro Andrade,Alejandro Andrade,Cinema Maquina,"Carmen Maura, Emilio Puente, Moisés Arizmendi, Diego Alvarez Garcia, Mariana Gajá, Dulce Domínguez, Aranza Beltrán, Frederico Ortega, Verónica Mendoza, Alma Itzel Bervera Bolaños, Ricardo Campos White, Johanna Murillo, Enrique Arreola, Laura Padilla, Elizabeth Guindi","The coming of age story of a boy that after a traumatic event is taken to beautiful Cuernavaca, where he has to find his father while trying to adapt to life with his grandmother, who has problems of her own.",5.4,219,"$2,000,000",,,,1.0,6.0
tt4600312,Iona,Iona,2015,2016-03-25,Drama,85,UK,"English, Italian",Scott Graham,Scott Graham,Bard Entertainments,"Ruth Negga, Douglas Henshall, Tom Brooke, Michelle Duncan, Ben Gallagher, Sorcha Groundsell, Christine Steele, Matthew Zajac, Jim Sturgeon, David Moffatt, Christine Steel",Iona takes her teenage son to the holy island where she was born so they can hide from a violent crime. As her son seeks forgiveness for what he has done Iona comes to terms with her loss of faith.,5.2,288,GBP 1000000,,"$72,241",,3.0,23.0
tt4600778,Chalk N Duster,Chalk N Duster,2016,2016-01-15,Drama,130,India,Hindi,Jayant Gilatar,"Ranjeev Verma, Neetu Varma",Surani Pictures,"Richa Chadha, Shabana Azmi, Arya Babbar, Gavie Chahal, Juhi Chawla, Karan Singh Chhabra, Deepali, Divya Dutta, Adi Irani, Rishi Kapoor, Girish Karnad, Saheeba Khurana, Atul Parchure, Jackie Shroff, Upasna Singh","CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds ...",6.5,622,,,"$193,292",,13.0,5.0
tt4600952,Guardians - Il risveglio dei guardiani,Zashchitniki,2017,2017-02-23,"Action, Adventure, Comedy",89,Russia,Russian,Sarik Andreasyan,"Andrey Gavrilov, Sarik Andreasyan",Big Cinema House,"Anton Pampushnyy, Sanjar Madi, Sebastien Sisak, Alina Lanina, Valeriya Shkirando, Vyacheslav Razbegaev, Stanislav Shirin, Aleksandr Komissarov, Nikolay Shestak, Elizaveta Polyakova, Viktor Mishchenchuk, Polina Polyakova, Yuriy Pilyugin, Svetlana Tulskaya, Andrey Bobrov","During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple Soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.",3.9,11415,RUR 380000000,,"$9,765,483",,156.0,54.0
tt4601064,Senpai to kanojo,Senpai to kanojo,2015,2015-10-17,"Comedy, Drama, Romance",103,Japan,Japanese,Chihiro Ikeda,"Atsuko Nanba, Kiyohito Wada",Flamingo,"Riria Baba, Kaho Mizutani, Jun Shison, Junki Tozuka, Kyôko Yoshine","Rika Tsuzuki is a first year high school student. She is in love with third year high school student Keigo Minohara. Meanwhile, Keigo Minohara is secretly in love with Aoi Okita. She ...",4.2,133,,,,,1.0,
tt4601292,De helleveeg,De helleveeg,2016,2016-03-24,"Comedy, Drama",116,Netherlands,Dutch,André van Duren,"André van Duren, A.F. Th. van der Heijden",Sigma Pictures Productions,"Hannah Hoekstra, Benja Bruijning, Anneke Blok, Gijs Scholten van Aschat, Hadewych Minis, Raf Schollen, Robert de Hoog, Huub Smit, Beau Schneider, Joep van Leuken, Lieke-Rosa Altink, Frederic Bal, Marthe Geke Bracht, Tonino Claassens, Rutger de Bekker",Sharp-tongued and imposing Tiny suffers from mysophobia. Her nephew Albert loves her and once he's grown up he confronts her after which all the family secrets finally come to light.,6.7,954,,,"$286,005",,6.0,4.0
