imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt3704700,Brain on Fire,Brain on Fire,2016,2018-06-22,"Biography, Drama",88,"USA, Canada, Ireland",English,Gerard Barrett,"Gerard Barrett, Susannah Cahalan",Denver and Delilah Productions,"Chloë Grace Moretz, Thomas Mann, Richard Armitage, Carrie-Anne Moss, Jenny Slate, Tyler Perry, Alex Zahara, Jenn MacLean-Angus, Ken Tremblett, Navid Negahban, Robert Moloney, Agam Darshi, Janet Kidder, Vincent Gale, Daniel Bacon","A young, capable professional cannot explain her newly erratic behavior.",6.6,16612,,,"$10,846",34,129,34
tt1724970,Beyond Skyline,Beyond Skyline,2017,2017,"Action, Adventure, Sci-Fi",106,"USA, Canada, Indonesia, UK, China, Singapore","English, Indonesian",Liam O'Donnell,Liam O'Donnell,Beyond The Mothership,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey, Antonio Fargas, Pamelyn Chee, Yayan Ruhian, Jacob Vargas, Iko Uwais, Lindsey Morgan, Samantha Jean, Betty Gabriel, Noel Gugliemi, Kevin O'Donnell, Zarah Mahler",A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.,5.3,17774,"$14,000,000",,"$992,181",46,191,77
tt2450186,V/H/S/2,V/H/S/2,2013,2013-06-06,"Horror, Sci-Fi, Thriller",96,"USA, Canada, Indonesia","English, Indonesian","Simon Barrett, Jason Eisener","Simon Barrett, Jamie Nash",The Collective Studios,"Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett, Mindy Robinson, Mónica Sánchez Navarro, Adam Wingard, Hannah Hughes, John T. Woods, Corrie Lynn Fitzpatrick, Brian Udovich, John Karyus, Casey Adams, Jay Saunders, Bette Cassatt","Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.",6,35408,,"$21,833","$805,574",49,140,220
tt2119543,Il mistero della casa del tempo,The House with a Clock in Its Walls,2018,2018-10-31,"Comedy, Family, Fantasy",105,"USA, Canada, India",English,Eli Roth,"John Bellairs, Eric Kripke",DreamWorks,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan, Renée Elise Goldsberry, Colleen Camp, Sunny Suljic, Lorenza Izzo, Braxton Bjerken, Vanessa Anne Williams, Ricky Muse, Charles Green, De'Jon Watts, Aaron Beelner, Joshua Phillips",A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,6,43067,"$42,000,000","$68,549,695","$131,457,147",57,429,212
tt3387520,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,2019,2019-10-24,"Adventure, Horror, Mystery",108,"USA, Canada, Hong Kong",English,André Øvredal,"Dan Hageman, Kevin Hageman",CBS Films,"Zoe Margaret Colletti, Michael Garza, Gabriel Rush, Austin Abrams, Dean Norris, Gil Bellows, Austin Zajur, Natalie Ganzhorn, Lorraine Toussaint, Kathleen Pollard, Deborah Pollitt, Victoria Fodor, Marie Ward, Mark Steger, Javier Botet","On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.",6.2,54953,"$25,000,000","$68,947,075","$104,545,505",61,614,260
tt2872518,The Shack,The Shack,2017,2017-03-03,"Drama, Fantasy",132,"USA, Canada, Hong Kong",English,Stuart Hazeldine,"John Fusco, Andrew Lanham",Summit Entertainment,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell, Megan Charpentier, Gage Munroe, Amélie Eve, Avraham Aviv Alush, Sumire, Alice Braga, Graham Greene, Ryan Robbins, Jordyn Ashley Olson, Laura MacKillop, Emily Holmes","A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",6.3,29510,"$20,000,000","$57,386,418","$96,942,115",32,329,104
tt1148204,Orphan,Orphan,2009,2009-10-16,"Horror, Mystery, Thriller",123,"USA, Canada, Germany, France","English, American Sign Language, Estonian",Jaume Collet-Serra,"David Leslie Johnson-McGoldrick, Alex Mace",Dark Castle Entertainment,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett, Margo Martindale, Karel Roden, Aryana Engineer, Rosemary Dunsmore, Jamie Young, Lorry Ayers, Brendan Wall, Genelle Williams, Mustafa Abdelkarim, Landon Norris",A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.,6.9,187299,,"$41,596,251","$77,912,251",42,498,281
tt0403279,Max Havoc: Ring of Fire,Max Havoc: Ring of Fire,2006,2006-07-28,Action,89,"USA, Canada, Germany",English,Terry Ingram,"Donald Martin, Michael Stokes",Insight Film Studios,"Mickey Hardt, Christina Cox, Dean Cain, Rae Dawn Chong, Samuel Patrick Chu, Sean Campbell, Linda Thorson, Martin Kove, Steve Ewanvick, Jorge Vargas, Brenna O'Brien, Aaron Au, Curtis Hibbert, Byron Brisco, Kerry Hansen","Max, having forsaken his life as a former world kick-boxing champion to redefine himself as a world class photographer, is on his way to photograph top tennis star and athlete Suzy Blaine. ...",3.1,216,,,,,1,5
tt1153546,BloodRayne: The Third Reich,BloodRayne: The Third Reich,2011,2012-03-17,"Action, Adventure, Fantasy",79,"USA, Canada, Germany",English,Uwe Boll,Michael Nachoff,Boll Kino Beteiligungs GmbH & Co. KG,"Natassia Malthe, Brendan Fletcher, Michael Paré, Willam Belli, Annett Culp, Clint Howard, Steffen Mennekes, Arved Birnbaum, Safiya Kaygin, Nik Goldman, Vili Matula, Boris Bakal, Davorka Tovilo, Dora Lipovcan, Katarina Brozincevic",Rayne joins a resistence group to fight against the Nazis during world war two.,3,5873,"$10,000,000",,,,52,56
tt0486640,Postal,Postal,2007,2008-08-29,"Action, Comedy, Crime",100,"USA, Canada, Germany",English,Uwe Boll,"Uwe Boll, Bryan C. Knight",Boll Kino Beteiligungs GmbH & Co. KG,"Zack Ward, Dave Foley, Chris Coppola, Jackie Tohn, J.K. Simmons, Ralf Moeller, Verne Troyer, Chris Spencer, Larry Thomas, Michael Paré, Erick Avari, Lindsay Hollister, Brent Mendenhall, Rick Hoffman, Michael Benyaer","In the ironically named city of Paradise, a loser teams up with his cult-leading uncle to steal a peculiar bounty of riches from their local amusement park. The recently arrived Taliban have a similar focus, but a far more sinister intent.",4.5,22129,"$15,000,000",,"$146,741",22,156,121
tt0450314,Punisher - Zona di guerra,Punisher: War Zone,2008,2008-12-05,"Action, Crime, Drama",103,"USA, Canada, Germany",English,Lexi Alexander,"Nick Santora, Art Marcum",Lionsgate,"Ray Stevenson, Dominic West, Doug Hutchison, Colin Salmon, Wayne Knight, Dash Mihok, Julie Benz, Stephanie Janusauskas, Mark Camacho, Romano Orzari, Keram Malicki-Sánchez, Larry Day, Ron Lea, Tony Calabretta, T.J. Storm","Frank Castle known as Punisher ruthlessly demolishes organized crime, but it starts an even bigger war.",5.9,59543,"$35,000,000","$8,050,977","$10,161,493",30,323,164
tt0172469,Freefall - Panico ad alta quota,Free Fall,1999,1999-08-03,"Action, Drama",89,"USA, Canada, Germany",English,Mario Azzopardi,"Mark Homer, Ken Wheat",Falling Productions Inc.,"Hannes Jaenicke, Jaclyn Smith, Bruce Boxleitner, Scott Wentworth, Hayden Christensen, Nigel Bennett, Chad Everett, Lori Hallier, Kate Trotter, Brett Halsey, Brett Porter, Tanja Reichert, Robyn Stevan, Maria Syrgiannis, Kirk Dunn","An NTSB investigator (Jaclyn Smith) and her boyfriend (Bruce Boxleitner), who works for the FAA, investigate a series of similar and suspicious plane crashes that seem to be affecting only one airline.",4.5,353,,,,,11,1
tt0366551,American Trip - Il primo viaggio non si scorda mai,Harold & Kumar Go to White Castle,2004,2005-04-22,"Adventure, Comedy",88,"USA, Canada, Germany","English, Hindi",Danny Leiner,"Jon Hurwitz, Hayden Schlossberg",Endgame Entertainment,"John Cho, Ethan Embry, Rob Tinkler, Fred Willard, Kal Penn, Steve Braun, Dan Bochart, Paula Garcés, Mike Sheer, Christopher Thompson, David Krumholtz, Eddie Kaye Thomas, Angelo Tsarouchas, Anthony Anderson, Siu Ta",A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.,7.1,179391,"$9,000,000","$18,250,550","$23,936,908",64,332,143
tt0887971,Legittima offesa - While She Was Out,While She Was Out,2008,2009-03-26,"Crime, Drama, Horror",86,"USA, Canada, Germany","English, Spanish, Chinese",Susan Montford,"Edward Bryant, Susan Montford",Insight Film Studios,"Kim Basinger, Lukas Haas, Craig Sheffer, Jamie Starr, Leonard Wu, Luis Chávez, Luke Gair, Erika-Shaye Gair, Wayne Bernard, Ari Solomon, Sadie Lawrence, Alana Husband, Katie Messina, Rachel Hayward, Lossen Chambers","A woman out late for Christmas Eve shopping is soon terrorized by a small gang of troublemakers, and she must fight for her life.",4.8,6367,"$6,000,000",,"$498,088",40,69,37
tt0272207,Narc - Analisi di un delitto,Narc,2002,2003-01-10,"Crime, Drama, Mystery",105,"USA, Canada, Germany","English, Spanish",Joe Carnahan,Joe Carnahan,Paramount Pictures,"Dan Leis, Jason Patric, Lloyd Adams, Meagan Issa, Lina Giornofelice, A.C. Peterson, Karen Robinson, Chi McBride, Booth Savage, Alan Van Sprang, Gavyn Donaldson, Myles Donaldson, Krista Bridges, Ray Liotta, Thomas Patrice",When the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case.,7.1,37915,"$6,500,000","$10,465,659","$12,633,747",70,215,129
